Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,448.725006,449.125000,443.799988,444.399994,406.743805,2674148
2014-01-02,443.850006,448.000000,435.049988,437.500000,400.428467,2753802
2014-01-03,435.799988,436.674988,427.500000,432.125000,395.508942,5867226
2014-01-06,431.049988,431.625000,425.000000,427.475006,391.252930,6087562
2014-01-07,427.299988,429.975006,420.024994,421.049988,385.372345,7914222
2014-01-08,422.200012,428.674988,422.200012,424.524994,388.552856,5818096
2014-01-09,425.225006,426.899994,422.524994,425.350006,389.307983,3798680
2014-01-10,424.174988,438.149994,424.000000,429.075012,392.717377,6784340
2014-01-13,434.125000,441.500000,434.000000,440.200012,402.899689,5512780
2014-01-14,439.250000,442.274994,436.225006,440.750000,403.403076,5520534
2014-01-15,442.350006,447.500000,440.500000,442.725006,405.210724,5787920
2014-01-16,444.350006,446.649994,441.024994,443.075012,405.531067,8246532
2014-01-17,444.575012,448.450012,440.125000,442.375000,404.890411,7069260
2014-01-20,443.450012,444.500000,433.049988,434.875000,398.025909,7578016
2014-01-21,436.325012,436.799988,431.000000,431.524994,394.959778,4483140
2014-01-22,431.750000,437.674988,429.075012,436.225006,399.261536,3894018
2014-01-23,430.299988,435.649994,430.299988,432.899994,396.218262,6293962
2014-01-24,431.000000,437.325012,430.549988,433.825012,397.064880,5430688
2014-01-27,428.000000,430.399994,420.174988,421.575012,385.852905,5644102
2014-01-28,423.500000,428.000000,421.350006,422.424988,386.630859,5291150
2014-01-29,424.899994,426.250000,417.500000,418.299988,382.855347,5657052
2014-01-30,415.700012,416.924988,411.100006,412.500000,377.546814,6446980
2014-01-31,413.500000,416.725006,413.075012,415.575012,380.361298,5046364
2014-02-03,413.100006,414.899994,409.725006,410.450012,375.670563,3761456
2014-02-04,407.250000,413.325012,406.575012,410.774994,375.968018,5651606
2014-02-05,410.049988,410.750000,403.450012,408.625000,374.000183,5165272
2014-02-06,410.000000,412.049988,404.075012,407.924988,373.359497,4949514
2014-02-07,411.049988,411.899994,405.299988,407.225006,372.718842,3867194
2014-02-10,407.625000,412.799988,405.575012,410.975006,376.151093,4729480
2014-02-11,411.500000,412.500000,401.375000,402.625000,368.508606,5764488
2014-02-12,404.000000,410.950012,403.700012,408.950012,374.297668,4493438
2014-02-13,409.450012,409.450012,402.524994,403.700012,369.492493,3957828
2014-02-14,405.950012,412.000000,404.000000,411.024994,376.196808,4214500
2014-02-17,408.825012,411.000000,403.524994,406.149994,371.734863,4141244
2014-02-18,403.549988,408.924988,403.549988,406.575012,372.123932,2624718
2014-02-19,406.500000,410.000000,405.000000,406.125000,371.712006,2802494
2014-02-20,405.649994,406.850006,401.549988,402.725006,368.600128,3676302
2014-02-21,403.549988,408.000000,402.799988,405.750000,371.368774,2860158
2014-02-24,404.024994,407.475006,402.649994,406.174988,371.757782,3109018
2014-02-25,407.149994,408.000000,403.774994,405.274994,370.934052,3218148
2014-02-26,405.500000,408.424988,404.125000,405.350006,371.002686,6221142
2014-02-28,405.350006,407.674988,396.549988,399.975006,366.083130,8663244
2014-03-03,400.049988,403.399994,398.575012,401.700012,367.661987,5319350
2014-03-04,401.500000,407.325012,401.299988,406.475006,372.032379,4113150
2014-03-05,407.774994,409.000000,402.575012,403.500000,369.309479,5407206
2014-03-06,404.674988,412.200012,404.649994,411.225006,376.379883,4650566
2014-03-07,412.500000,437.000000,412.500000,434.700012,397.865753,15359504
2014-03-10,432.549988,451.825012,431.700012,442.725006,405.210724,15026818
2014-03-11,442.500000,443.899994,436.049988,437.375000,400.314056,5842670
2014-03-12,437.000000,441.450012,433.825012,435.674988,398.758087,4311714
2014-03-13,437.500000,447.375000,437.350006,439.774994,402.510681,7873240
2014-03-14,437.000000,444.975006,434.524994,443.075012,405.531067,7561782
2014-03-18,444.750000,454.399994,444.750000,448.225006,410.244659,8702092
2014-03-19,450.000000,454.950012,447.625000,451.500000,413.242157,7486738
2014-03-20,450.799988,453.750000,449.075012,453.000000,414.615082,13583302
2014-03-21,453.500000,456.674988,441.075012,442.899994,405.370880,10080962
2014-03-22,null,null,null,null,null,null
2014-03-24,445.625000,454.375000,445.549988,452.700012,414.340485,13173462
2014-03-25,439.500000,441.250000,436.250000,439.649994,402.396271,14309112
2014-03-26,440.625000,451.475006,440.575012,445.600006,407.842072,6313930
2014-03-27,447.424988,452.450012,446.049988,450.375000,412.212463,25330644
2014-03-28,450.000000,459.975006,450.000000,458.075012,419.260010,8534220
2014-03-31,458.125000,469.899994,456.600006,465.375000,425.941467,8572736
2014-04-01,468.000000,472.500000,464.649994,471.299988,431.364410,7150360
2014-04-02,472.500000,481.000000,469.049988,479.100006,438.503448,12242998
2014-04-03,478.399994,481.475006,470.200012,476.325012,435.963684,12138176
2014-04-04,476.000000,476.625000,470.774994,472.125000,432.119537,5720924
2014-04-07,472.000000,477.475006,467.174988,472.075012,432.073761,5899846
2014-04-09,475.000000,483.350006,473.575012,481.075012,440.311127,6143834
2014-04-10,482.350006,486.950012,481.100006,484.524994,443.468811,4868594
2014-04-11,481.149994,485.524994,475.299988,476.875000,436.467041,5345016
2014-04-15,475.000000,477.000000,468.299988,474.549988,434.339020,4235430
2014-04-16,473.250000,479.500000,469.049988,470.649994,430.769531,5660304
2014-04-17,472.500000,480.899994,471.899994,479.549988,438.915375,3586836
2014-04-21,484.975006,484.975006,478.049988,479.799988,439.144165,5402428
2014-04-22,480.000000,494.375000,478.049988,483.875000,442.873840,8837860
2014-04-23,484.500000,491.000000,482.125000,483.575012,442.599335,6989386
2014-04-24,483.575012,483.575012,483.575012,483.575012,442.599335,0
2014-04-25,484.000000,484.500000,473.000000,474.125000,433.950043,6058440
2014-04-28,474.899994,478.000000,470.674988,472.500000,432.462769,7593798
2014-04-29,473.024994,475.875000,469.000000,470.149994,430.311859,3838596
2014-04-30,471.950012,480.000000,464.549988,467.899994,428.252533,6579164
2014-05-02,470.000000,473.700012,463.000000,464.049988,424.728729,4146752
2014-05-05,462.500000,479.250000,462.500000,473.424988,433.309387,6948584
2014-05-06,473.950012,483.500000,473.774994,481.674988,440.860321,5665302
2014-05-07,480.049988,485.700012,478.524994,480.424988,439.716187,4832966
2014-05-08,481.549988,485.049988,475.375000,480.149994,439.464539,5462764
2014-05-09,477.899994,499.500000,477.899994,498.799988,456.534210,8435686
2014-05-12,497.450012,524.500000,497.049988,514.349976,470.766602,14102560
2014-05-13,520.000000,534.400024,517.250000,531.700012,486.646454,12280984
2014-05-14,532.000000,534.000000,520.549988,522.750000,478.454834,8857916
2014-05-15,522.750000,530.000000,519.625000,526.700012,482.070129,9538648
2014-05-16,545.049988,572.625000,531.049988,539.625000,502.971985,24062302
2014-05-19,545.500000,562.375000,543.450012,560.025024,521.986328,10879626
2014-05-20,563.950012,564.500000,537.849976,539.924988,503.251526,10290398
2014-05-21,539.924988,551.474976,536.875000,539.200012,502.575806,10053814
2014-05-22,543.000000,556.700012,542.349976,550.400024,513.015137,8569666
2014-05-23,555.775024,566.000000,551.000000,563.724976,525.434937,7573792
2014-05-26,566.250000,570.000000,537.500000,550.849976,513.434509,7348302
2014-05-27,551.500000,554.000000,537.549988,543.974976,507.026428,5153810
2014-05-28,544.799988,553.299988,542.375000,544.450012,507.469177,5189668
2014-05-29,546.250000,546.700012,534.174988,536.775024,500.315552,12644844
2014-05-30,542.500000,544.849976,530.000000,532.349976,496.191101,7906182
2014-06-02,537.375000,544.125000,532.650024,541.099976,504.346710,4025944
2014-06-03,541.650024,551.000000,538.674988,547.700012,510.498444,4971388
2014-06-04,546.325012,550.900024,538.125000,538.750000,502.156342,4035136
2014-06-05,539.250000,547.450012,532.125000,544.950012,507.935211,9131640
2014-06-06,553.700012,566.500000,552.049988,561.200012,523.081482,13403816
2014-06-09,565.000000,566.349976,556.049988,561.325012,523.197998,6170742
2014-06-10,565.224976,565.224976,550.224976,559.150024,521.170715,7205216
2014-06-11,560.000000,560.000000,546.250000,551.049988,513.620850,6932658
2014-06-12,549.275024,556.750000,542.049988,547.075012,509.915863,5379636
2014-06-13,550.150024,553.500000,536.349976,540.950012,504.206940,6696072
2014-06-16,542.000000,542.000000,528.575012,532.724976,496.540588,6570110
